Title,Duration,Rating,Description,Image URL,Director,Genres
Before Sunrise,1 hours 41 minutes,8.1,"Ein junger Mann und eine Frau treffen sich in einem Zug in Europa, bis sie schließlich einen gemeinsamen Abend in Wien verbringen. Leider wissen sie jedoch auch, dass es wahrscheinlich ihr letzter gemeinsamer Abend sein wird.",https://m.media-amazon.com/images/M/MV5BMDk3YWRkODctY2E1Ni00MTQwLThmOTEtNTNkOTNjNWU5ZWM1XkEyXkFqcGc@._V1_.jpg,Richard Linklater,"Drama, Liebesfilm"
Blade Runner,1 hours 57 minutes,8.1,"Ein Blade Runner muss vier Replikanten verfolgen und versuchen, sie zu eliminieren, weil sie ein Raumschiff gestohlen haben und zur Erde zurückgekehrt sind, um ihren Schöpfer zu finden.",https://m.media-amazon.com/images/M/MV5BM2E5NWNiYWMtMDY0OS00MmIwLWI2MDctNjA5Y2NmZGJlNjQ4XkEyXkFqcGc@._V1_.jpg,Ridley Scott,"Action, Drama, Science-Fiction"
The Grand Budapest Hotel,1 hours 39 minutes,8.1,"Die Abenteuer von Gustave H, einem legendären Portier eines berühmten Hotels in der fiktionalen Republik Zubrowka der Zwischenkriegszeit, und Zéro Moustafa, dem Lobby Boy, der zu seinem treuesten Freund wird.",https://m.media-amazon.com/images/M/MV5BNzA5NzI4NGQtNTg5MC00OGI1LWFiMzgtNTcxZjIyOTEzNjg3XkEyXkFqcGc@._V1_.jpg,Wes Anderson,"Abenteuer, Komödie, Krimi"
Hacksaw Ridge,2 hours 19 minutes,8.1,"Desmond T. Doss, der im 2. Weltkrieg als amerikanischer Sanitätssoldat an der Schlacht von Okinawa beteiligt war, weigert sich, Menschen zu töten, und ist der erste Mann in der Geschichte der USA, der die Medal of Honor erhält, oh...",https://m.media-amazon.com/images/M/MV5BYjNkMmU1YmYtZjIxYy00ZTM5LWI3YmQtZGQzMjBmMzNjNjljXkEyXkFqcGc@._V1_.jpg,Mel Gibson,"Biografie, Drama, Geschichte"
Gone Girl,2 hours 29 minutes,8.1,"Nachdem das Verschwinden seiner Frau zum Mittelpunkt eines riesigen Medienzirkus geworden ist, sieht sich ein Mann plötzlich selbst im Rampenlicht stehen, als der Verdacht entsteht, er könne wohl nicht ganz unschuldig sein.",https://m.media-amazon.com/images/M/MV5BZjIzMzBhNDctNDQzNy00ODdiLWIwY2EtZGZlMjY5Y2Q4M2Y5XkEyXkFqcGc@._V1_.jpg,David Fincher,"Drama, Mystery, Thriller"
Maharaja,2 hours 21 minutes,8.5,"Ein Friseur will sich rächen, nachdem in sein Haus eingebrochen wurde. Er teilt der Polizei kryptisch mit, dass seine &quot;Lakshmi&quot; entwendet wurde, und lässt sie im Unklaren darüber, ob es sich um eine Person oder einen Gegenstand ha...",https://m.media-amazon.com/images/M/MV5BOTFlMTIxOGItZTk0Zi00MTk2LWJiM2UtMzlhZWYzNjQ4N2Y3XkEyXkFqcGc@._V1_.jpg,Nithilan Saminathan,"Action, Krimi, Drama"
Dead Poets Society,2 hours 8 minutes,8.1,"Der Englischlehrer John Keating inspiriert seine Schüler, sich der Dichtkunst aus einer anderen Perspektive anzunähern: mithilfe authentischer Erkenntnisse und Gefühle.",https://m.media-amazon.com/images/M/MV5BZTUxYmMzZDEtYjk2YS00MWUzLWIyZjUtNDRjYWI4N2RhY2IzXkEyXkFqcGc@._V1_.jpg,Peter Weir,"Komödie, Drama"
Salinui chueok,2 hours 11 minutes,8.1,"In einer kleinen koreanischen Provinz kämpften 1986 drei Detektive mit dem Fall, dass mehrere junge Frauen von einem unbekannten Täter vergewaltigt und ermordet aufgefunden wurden.",https://m.media-amazon.com/images/M/MV5BYmRjOWE5NmMtYTdkYS00ODFlLWJiMTMtYzE2NDZlZjlkZDQ0XkEyXkFqcGc@._V1_.jpg,Bong Joon Ho,"Krimi, Drama, Mystery"
In the Name of the Father,2 hours 13 minutes,8.1,"Das erzwungene Geständnis eines Mannes, an einem Bombenattentat der IRA beteiligt gewesen zu sein, führt auch noch zur Verhaftung seines Vaters. Ein englischer Rechtsanwalt kämpft für ihre Freilassung.",https://m.media-amazon.com/images/M/MV5BYTIwMWEwMDQtMjAwMS00NDRjLWI5ZWUtZWM5MTgxMTFjOWVkXkEyXkFqcGc@._V1_.jpg,Jim Sheridan,"Biografie, Krimi, Drama"
The Gold Rush,1 hours 35 minutes,8.1,"Ein Glücksritter macht sich auf zum Klondike, um nach Gold zu suchen, findet es und noch mehr.",https://m.media-amazon.com/images/M/MV5BOGU2OTgxYmYtNGRiYS00NmMyLTk4NDQtNGZhODI4MzJjMDYzXkEyXkFqcGc@._V1_.jpg,Charles Chaplin,"Abenteuer, Komödie, Drama"
"Monsters, Inc.",1 hours 32 minutes,8.1,"Um die Stadt mit Energie zu versorgen, müssen Monster nachts Kinder erschrecken, sodass sie schreien. Kinder sind für Monster jedoch wie Gift und als ihnen ein Kind entweicht, stellen zwei Monster fest, dass die Dinge vielleicht d...",https://m.media-amazon.com/images/M/MV5BYzY5M2NmZGUtMGM2Zi00NmM4LWIxNTktNjc1NzQ2YzBjZmY5XkEyXkFqcGc@._V1_.jpg,"Pete Docter, David Silverman, Lee Unkrich","Animation, Abenteuer, Komödie"
Relatos salvajes,2 hours 2 minutes,8.1,"Sechs kurze Geschichten, in denen Extremformen des menschlichen Verhaltens erforscht werden und Menschen in große Bedrängnis geraten.",https://m.media-amazon.com/images/M/MV5BODQwNmRjOWEtNjdkOS00OTViLTk4MDQtMjkwMWE0NWQ3YzYzXkEyXkFqcGc@._V1_.jpg,Damián Szifron,"Komödie, Drama, Thriller"
The Deer Hunter,3 hours 3 minutes,8.1,"Eine eingehende Untersuchung dessen, wie der Vietnamkrieg auf verschiedene Art und Weise das Leben der Menschen in einer kleinen Industriestadt in Pennsylvania beeinflusst und zerrüttet.",https://m.media-amazon.com/images/M/MV5BMzMzNDczZjQtODlkYi00YTE5LWI5ZjItYjZkMmI3NzU1N2RkXkEyXkFqcGc@._V1_.jpg,Michael Cimino,"Drama, Kriegsfilm"
The General,1 hours 18 minutes,8.1,"Nachdem im Amerikanischen Bürgerkrieg Spione des Unionsheeres das heißgeliebte Dampfross des Lokführers gestohlen haben, übernimmt dieser im Alleingang die Verfolgung, quer durch alle feindlichen Linien.",https://m.media-amazon.com/images/M/MV5BMTY0NjU3MzQyOF5BMl5BanBnXkFtZTgwOTEyODg5MTE@._V1_.jpg,"Clyde Bruckman, Buster Keaton","Action, Abenteuer, Komödie"
Sherlock Jr.,45 minutes,8.2,"Ein Filmvorführer, der sich danach sehnt, als Detektiv zu arbeiten, muss seine bescheidenen Fertigkeiten einsetzen, als er von einem Rivalen hereingelegt und beschuldigt wird, die Taschenuhr des Vaters seiner Freundin gestohlen zu...",https://m.media-amazon.com/images/M/MV5BZWFhOGU5NDctY2Q3YS00Y2VlLWI1NzEtZmIwY2ZiZjY4OTA2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,Buster Keaton,"Action, Komödie, Liebesfilm"
Jaws,2 hours 4 minutes,8.1,"Der kleine Badeort Amity Island wird von einem gefräßigen Hai heimgesucht, bis sich ein Polizist, ein Meeresbiologe und ein alter Fischer aufmachen, ihn zur Strecke zu bringen.",https://m.media-amazon.com/images/M/MV5BYTUwZDAyNGQtZjg1NC00MjYxLWJlYzUtNWQxYThhZDU4OGEzXkEyXkFqcGc@._V1_.jpg,Steven Spielberg,"Abenteuer, Drama, Thriller"
Ratatouille,1 hours 51 minutes,8.1,"In einem berühmten Restaurant bilden eine Ratte, die kochen kann und ein junger Küchenarbeiter ein ungewöhnliches Team.",https://m.media-amazon.com/images/M/MV5BM2JhYjUwM2EtMzI5ZC00ZTQwLTgwY2YtNzIzMmQ5ZGEzZjlmXkEyXkFqcGc@._V1_.jpg,"Brad Bird, Jan Pinkava","Animation, Abenteuer, Komödie"
How to Train Your Dragon,1 hours 38 minutes,8.1,"Eine unglückliche junge Wikinger, Drachen jagen will, wird unwahrscheinlich Freund eines jungen Drachen selbst und erfährt dort möglicherweise mehr zu den Kreaturen, als er angenommen.",https://m.media-amazon.com/images/M/MV5BOTQyNjNlMjctYzY5YS00NzVmLWIyMmQtNzRlNGEzOThlMmRlXkEyXkFqcGc@._V1_.jpg,"Dean DeBlois, Chris Sanders","Animation, Action, Abenteuer"
On the Waterfront,1 hours 48 minutes,8.1,"Ein ehemaliger Preisboxer und Hafenarbeiter kämpft darum, seinen korrupten Gewerkschaftsbossen standzuhalten.",https://m.media-amazon.com/images/M/MV5BMTkxNzgyMzExMF5BMl5BanBnXkFtZTgwMTI2OTI3MjE@._V1_.jpg,Elia Kazan,"Krimi, Drama, Thriller"
Mary and Max.,1 hours 32 minutes,8.1,"Die Geschichte einer recht merkwürdigen Brieffreundschaft: Mary, ein einsames, achtjähriges Mädchen, das in der Vorstadt von Melbourne lebt, und Max, ein vierundvierzigjähriger, massiv fettleibiger Mann, der in New York wohnt.",https://m.media-amazon.com/images/M/MV5BYWZlNjcxNTItOWQ1NS00OTQ4LTk0MDktMjg2NjYyYWNkNjJiXkEyXkFqcGc@._V1_.jpg,Adam Elliot,"Animation, Komödie, Drama"
Le salaire de la peur,2 hours 30 minutes,8.1,"In einem heruntergekommenen südamerikanischen Dorf werden ein paar Männer für einen dringenden Nitroglyzerintransport angeheuert, ohne dass dafür die notwendige Sicherheitsausrüstung vorhanden wäre.",https://m.media-amazon.com/images/M/MV5BMDdhOGMwODQtZGM2MS00NGQxLWEyZDMtOTkzMjFjYjI3ZmM2XkEyXkFqcGc@._V1_.jpg,Henri-Georges Clouzot,"Abenteuer, Drama, Thriller"
Smultronstället,1 hours 32 minutes,8.1,Am Ende eines von Gefühlskälte geprägten Lebens wird ein in die Jahre gekommener Professor mit der Leere seiner Existenz konfrontiert.,https://m.media-amazon.com/images/M/MV5BZWQ5MDllM2EtZWRmNS00MmZiLWI4ZWQtMjRiY2Q5MTAxODY4XkEyXkFqcGc@._V1_.jpg,Ingmar Bergman,"Drama, Liebesfilm"
The Third Man,1 hours 44 minutes,8.1,"Der Autor Holly Martins reist in ein düsteres Wien der Nachkriegszeit, wo er den mysteriösen Tod seines alten Freundes Harry Lime untersucht.",https://m.media-amazon.com/images/M/MV5BZmQwMjYwNjktNTYyMi00YzUzLWI5NDYtODMwNTRkOGEzNDg5XkEyXkFqcGc@._V1_.jpg,Carol Reed,"Film Noir, Mystery, Thriller"
Ford v Ferrari,2 hours 32 minutes,8.1,Die wahre Geschichte des Kampfes zwischen Ford und Ferrari um den Sieg von Le Mans im Jahr 1966.,https://m.media-amazon.com/images/M/MV5BYmM5YTI1MzAtOTIxYi00NzFmLWIzZDctNTY1MmEwODU0NzUzXkEyXkFqcGc@._V1_.jpg,James Mangold,"Action, Biografie, Drama"
Mr. Smith Goes to Washington,2 hours 9 minutes,8.1,"Ein recht unbedarfter, doch unbestechlicher Mann wird dazu ernannt, einen freigewordenen Posten im amerikanischen Senat zu übernehmen. Seine guten Absichten kommen alsbald der politischen Korruption ins Gehege, doch zurücktreten w...",https://m.media-amazon.com/images/M/MV5BOGFhZWE2NjMtNGFkMi00NDA3LTgxM2MtN2YxOTAwNzk5YmJkXkEyXkFqcGc@._V1_.jpg,Frank Capra,"Komödie, Drama"
Logan,2 hours 17 minutes,8.1,"In der nahen Zukunft kümmert sich ein müder Logan in einem Versteck an der mexikanischen Grenze um den kränkelnden Professor X. Logans Versuche, sich vor der Welt und seinem Erbe zu verstecken, finden jedoch ein jähes Ende, als ei...",https://m.media-amazon.com/images/M/MV5BMDVhZGM0NmItMjQ5NS00ZjlhLWE3MDItNWVjM2UyMTYwYzc1XkEyXkFqcGc@._V1_.jpg,James Mangold,"Action, Drama, Science-Fiction"
Tôkyô monogatari,2 hours 16 minutes,8.1,Ein älteres Ehepaar besucht seine Kinder und Enkelkinder in der Stadt; doch die Kinder haben kaum Zeit für sie.,https://m.media-amazon.com/images/M/MV5BZjY4YTBiZDItNGE1Yy00ODQ3LTk4OTItNjFkMjY0MWY0ZmY4XkEyXkFqcGc@._V1_.jpg,Yasujirô Ozu,Drama
Rocky,2 hours,8.1,"Rocky Balbao, ein kleines Licht am Boxerhimmel, erhält plötzlich die einmalige Chance, gegen den Schwergewichtsweltmeister, Apollo Creed, in den Ring zu treten, wo er schließlich versucht, seine Selbstachtung zu bewahren und über ...",https://m.media-amazon.com/images/M/MV5BZDk4MGM3ZjAtYjE2YS00YTY3LWI4OWQtZDMzZGY1NmMzN2U1XkEyXkFqcGc@._V1_.jpg,John G. Avildsen,"Drama, Sportfilm"
The Big Lebowski,1 hours 57 minutes,8.1,Der &quot;Dude&quot; mit Nachnamen Lebowski wird fälschlicherweise für den Millionär Lebowski gehalten und verlangt mit Hilfe seiner Bowling-Kumpel Entschädigung für seinen ruinierten Teppich.,https://m.media-amazon.com/images/M/MV5BMzliZDk0NjctNjhlOC00MWEyLWI3OWYtNjA5ZDYxMTMzNTc5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"Joel Coen, Ethan Coen","Komödie, Krimi"
Det sjunde inseglet,1 hours 36 minutes,8.1,"Ein Mann sucht nach Antworten auf Fragen zu Leben, Tod und der Existenz Gottes, als er während der Pest eine Partie Schach gegen den Sensenmann spielt.",https://m.media-amazon.com/images/M/MV5BOGYyMTc2ODEtZDc1Ny00ZWIwLWE5ZWYtM2I5OGZmMWVkY2VhXkEyXkFqcGc@._V1_.jpg,Ingmar Bergman,"Drama, Fantasy"
Room,1 hours 58 minutes,8.1,"Ein kleiner Junge wird seit seiner Geburt in einem Raum mit seiner Mutter gehalten, deshalb kennt er die Außenwelt nicht.",https://m.media-amazon.com/images/M/MV5BZGNmMjk2NGItZmEyYy00NDFhLTlmN2ItNjJhYWY0ZWM1OTcwXkEyXkFqcGc@._V1_.jpg,Lenny Abrahamson,"Drama, Thriller"
Spotlight,2 hours 9 minutes,8.1,"Die wahre Geschichte, wie der Boston Globe den weitreichenden Skandal von Kindermissbrauch und Vertuschung durch die katholische Erzdiözese aufdeckte, der die gesamte katholische Kirche bis in ihre Grundfesten erschütterte.",https://m.media-amazon.com/images/M/MV5BOGRlMTY2ZTQtMmI5NS00ZWI3LTg3MmQtZmQ5OGMzYjY0ZGFmXkEyXkFqcGc@._V1_.jpg,Tom McCarthy,"Biografie, Krimi, Drama"
The Terminator,1 hours 47 minutes,8.1,"Ein menschenähnlicher, unzerstörbarer Cyborg wird 2029 zurück in das Jahr 1984 geschickt, um eine Serviererin zu ermorden, deren noch ungeborener Sohn die Menschheit einmal im Kampf gegen die Maschinen anführen wird, während gleic...",https://m.media-amazon.com/images/M/MV5BNjk0NzMyMjQzN15BMl5BanBnXkFtZTgwNjM5MTk5MDE@._V1_.jpg,James Cameron,"Action, Abenteuer, Science-Fiction"
Hotel Rwanda,2 hours 1 minutes,8.1,"Paul Rusesabagina war ein Hotelmanager in Ruanda, der über eintausend Tutsi bei sich aufnahm, als diese vor der Miliz der Hutu flüchteten.",https://m.media-amazon.com/images/M/MV5BYThkYjg1MzgtODllZC00YmIzLTk5YjAtNGVjZDIzNGUxMjAzXkEyXkFqcGc@._V1_.jpg,Terry George,"Biografie, Drama, Geschichte"
Platoon,2 hours,8.1,"Ein junger Rekrut in Vietnam gerät in eine moralische Krise, als er sich mit den Schrecken des Krieges und der Doppelnatur des Menschen konfrontiert sieht.",https://m.media-amazon.com/images/M/MV5BNDViODhmNjEtNWQ2Zi00MDdjLWIzMjAtODA4NjI1Y2I0YmIzXkEyXkFqcGc@._V1_.jpg,Oliver Stone,"Drama, Kriegsfilm"
La haine,1 hours 38 minutes,8.1,"24 Stunden im Leben von drei jungen Männern in französischen Vorstädten, einen Tag nach gewalttätigen Ausschreitungen.",https://m.media-amazon.com/images/M/MV5BY2ZmODgwYTEtODVhMy00MzBjLWE4YWQtYTkzNzVmZGIxMDlkXkEyXkFqcGc@._V1_.jpg,Mathieu Kassovitz,"Krimi, Drama"
Pirates of the Caribbean: The Curse of the Black Pearl,2 hours 23 minutes,8.1,"Waffenschmied Will Turner tut sich mit dem exzentrischen Piraten &quot;Captain&quot; Jack Sparrow zusammen, um seine große Liebe, die Tochter des Gouverneurs, aus den Händen der Piraten zu retten, die früher mit Jack verbündet waren, jetzt ...",https://m.media-amazon.com/images/M/MV5BMTIzODgzNDM5M15BMl5BanBnXkFtZTcwMjU3NDAwMQ@@._V1_.jpg,Gore Verbinski,"Action, Abenteuer, Fantasy"
Before Sunset,1 hours 20 minutes,8.1,Neun Jahre nach dem ersten Treffen zwischen Jesse und Celine begegnen sie sich auf der französischen Etappe von Jesses Buchtournee wieder.,https://m.media-amazon.com/images/M/MV5BODc0M2Y5NGEtMDBjYy00NGVjLWExMTYtNzFiODZmYTc3ZmVjXkEyXkFqcGc@._V1_.jpg,Richard Linklater,"Drama, Liebesfilm"
La passion de Jeanne d'Arc,1 hours 50 minutes,8.1,"Eine Chronik des Prozesses gegen die der Ketzerei angeklagten Jungfrau von Orléans und der Anstrengungen ihrer kirchlichen Richter, sie zur Widerrufung ihrer heiligen Visionen zu zwingen.",https://m.media-amazon.com/images/M/MV5BZmI0Y2NkZmMtYjFmMi00ZTMxLWIyN2ItNjM2NmJhMWI4MTNiXkEyXkFqcGc@._V1_.jpg,Carl Theodor Dreyer,"Biografie, Drama, Geschichte"
Jai Bhim,2 hours 44 minutes,8.7,"Als ein Stammesangehöriger wegen eines angeblichen Diebstahls verhaftet wird, wendet sich seine Frau an einen Menschenrechtsanwalt, um Gerechtigkeit zu erreichen.",https://m.media-amazon.com/images/M/MV5BZjEyNDIzNmEtMjdkYS00ZDAwLTljOWYtNDRhYTVhYTlmOTk1XkEyXkFqcGc@._V1_.jpg,T.J. Gnanavel,"Krimi, Drama, Mystery"
The Best Years of Our Lives,2 hours 50 minutes,8.1,"Drei Veteranen kehren nach Ende des Zweiten Weltkriegs in eine amerikanische Kleinstadt zurück, wo sie entdecken, dass sie und ihre Familien sich unwiderruflich geändert haben.",https://m.media-amazon.com/images/M/MV5BNGRmNjVjMjMtMjM3OC00OTdjLWEwNGYtMWM1MWM5ZTNjMTQ0XkEyXkFqcGc@._V1_.jpg,William Wyler,"Drama, Liebesfilm, Kriegsfilm"
The Exorcist,2 hours 2 minutes,8.1,"Als eine Teenagerin von einem mysteriösen Wesen besessen wird, sucht ihre Mutter Hilfe bei zwei Priestern, die ihre Tochter retten sollen.",https://m.media-amazon.com/images/M/MV5BZjA1YjgxYzctZDBmZS00OThkLWJlODEtMzU3Zjk4ZmFlZmJlXkEyXkFqcGc@._V1_.jpg,William Friedkin,Horror
Rush,2 hours 3 minutes,8.1,Der gnadenlose Konkurrenzkampf zwischen den beiden Formel-1-Rivalen James Hunt und Niki Lauda in den 1970er-Jahren.,https://m.media-amazon.com/images/M/MV5BMmRhYTFhZDQtZGExMS00MzcxLWI2YTctMWI2ZjhiMmUyNjNlXkEyXkFqcGc@._V1_.jpg,Ron Howard,"Action, Biografie, Drama"
The Incredibles,1 hours 55 minutes,8,"Eine Familie von Undercover-Superhelden wird, während sie versuchen, das ruhige Vorstadtleben zu leben, gezwungen, die Welt zu retten.",https://m.media-amazon.com/images/M/MV5BNzNlNjMyNmUtMGE2Ni00YzJhLTlmNzgtY2E2MTA1NGU3YjBkXkEyXkFqcGc@._V1_.jpg,Brad Bird,"Animation, Action, Abenteuer"
The Wizard of Oz,1 hours 42 minutes,8.1,"Dorothy Gale wird von einem Tornado in ein magisches Land fortgerissen, wo sie sich auf die Suche nach dem Zauberer begibt, der ihr dabei helfen kann, wieder nach Hause zurückzukehren.",https://m.media-amazon.com/images/M/MV5BMzIzMjE0MTU1MF5BMl5BanBnXkFtZTgwNDczMjM5MzE@._V1_.jpg,"Victor Fleming, King Vidor","Abenteuer, Familienfilm, Fantasy"
Network,2 hours 1 minutes,8.1,"Ein Fernsehsender benutzt die wirren Äußerungen und Enthüllungen, die ein geistig verwirrter, ehemaliger Moderator über die Nachrichtenmedien machte, zynisch zum eigenen Vorteil.",https://m.media-amazon.com/images/M/MV5BMjg1MDZkNmMtOWM2Mi00MDM0LWE1YjQtNzE2NWJjOTc2ODdmXkEyXkFqcGc@._V1_.jpg,Sidney Lumet,Drama
Stand by Me,1 hours 29 minutes,8.1,"Nach dem Tod eines Freundes erzählt ein Schriftsteller von einer Wanderung in ihrer Jugendzeit, die sie gemeinsam unternahmen, um den toten Körper eines vermissten Jungen zu finden.",https://m.media-amazon.com/images/M/MV5BY2U4YmIxZDgtM2FiYi00ZTBiLTkzMTktMjVjYTI4ZWUwYzNlXkEyXkFqcGc@._V1_.jpg,Rob Reiner,"Abenteuer, Komödie, Drama"
Hachi: A Dog's Tale,1 hours 33 minutes,8.1,"Die Bindung eines College-Professors an einen herrenlosen Hund, den er mit nach Hause nimmt.",https://m.media-amazon.com/images/M/MV5BMDQ0MzJmNzUtNjlkZi00ZjgwLTkyNTgtYzRkZDAxNTE5YjMwXkEyXkFqcGc@._V1_.jpg,Lasse Hallström,"Biografie, Drama, Familienfilm"
The Sound of Music,2 hours 52 minutes,8.1,"Eine Frau verlässt ein österreichisches Kloster, um die Gouvernante der Kinder eines verwitweten Marineoffiziers zu werden.",https://m.media-amazon.com/images/M/MV5BMDFjY2VlODMtYjc4Yy00NWRlLThhMTQtNTg1OTNkMjQ5YTUyXkEyXkFqcGc@._V1_.jpg,Robert Wise,"Biografie, Drama, Familienfilm"
Babam ve Oglum,1 hours 52 minutes,8.2,Die Familie eines linken Journalisten wird nach einem Militärputsch in der Türkei der 1980&apos;er Jahre auseinandergerissen.,https://m.media-amazon.com/images/M/MV5BZDE3MTBkNmQtNGFjMC00YTcwLWExY2ItN2MyMGZkNWJlMmFmXkEyXkFqcGc@._V1_.jpg,Çagan Irmak,"Drama, Familienfilm"
Ah-ga-ssi,2 hours 25 minutes,8.1,Eine Frau wird als Dienerin einer japanischen Erbin eingestellt. Insgeheim ist sie jedoch Teil einer Verschwörung und soll sie hintergehen.,https://m.media-amazon.com/images/M/MV5BN2VkNTg3MmUtMzM2Yy00NzQ0LTljZDItYWM0ZjUxMjRmZjJmXkEyXkFqcGc@._V1_.jpg,Park Chan-wook,"Drama, Liebesfilm, Thriller"
To Be or Not to Be,1 hours 39 minutes,8.1,"Während Polen von den Nazis besetzt ist, versucht eine Theatertruppe einem polnischen Soldaten dabei zu helfen, einen deutschen Spion aufzuspüren.",https://m.media-amazon.com/images/M/MV5BMTAwMDAyNzM4NjNeQTJeQWpwZ15BbWU4MDg2MDAyNDIx._V1_.jpg,Ernst Lubitsch,"Komödie, Liebesfilm, Kriegsfilm"
Into the Wild,2 hours 28 minutes,8.1,Nach seinem Abschluss an der Emory University gibt der Topstudent und Spitzensportler Christopher McCandless sein Hab und Gut auf und spendet sein gesamtes Sparkonto in Höhe von 24.000 Dollar einer Wohltätigkeitsorganisation. Per ...,https://m.media-amazon.com/images/M/MV5BNTgwZTJhNWMtNzVjMy00YzQzLWI4MTAtYmJhOGQ5ZmQ3MDM0XkEyXkFqcGc@._V1_.jpg,Sean Penn,"Abenteuer, Biografie, Drama"
La battaglia di Algeri,2 hours 1 minutes,8.1,"In den 1950er-Jahren eskaliert die Gewalt in Algier, wo die Bevölkerung für die Unabhängigkeit von der französischen Regierung kämpft.",https://m.media-amazon.com/images/M/MV5BNjk1NDc5ODYtZWRmNy00NjQ2LWE5OGUtNWMwOThhZGM0MGM0XkEyXkFqcGc@._V1_.jpg,Gillo Pontecorvo,"Drama, Kriegsfilm"
The Grapes of Wrath,2 hours 9 minutes,8.1,"Eine arme Familie im Mittleren Westen wird von ihrem Land vertrieben. Sie fahren nach Kalifornien, wo sie die Missgeschicke der Obdachlosen zur Zeit der Großen Depression miterleiden.",https://m.media-amazon.com/images/M/MV5BZjQwZDNkMDgtYTkzOS00M2MxLTg1YTMtYjg3MGYxMGRjNjc5XkEyXkFqcGc@._V1_.jpg,John Ford,Drama
Groundhog Day,1 hours 41 minutes,8,"Ein Wetteransager stellt fest, dass er den gleichen Tag immer wieder aufs Neue erlebt.",https://m.media-amazon.com/images/M/MV5BOTEzNTgxYmMtODE2MC00ZTc3LWFhMjYtMjY2ZWVmYmYyZGE0XkEyXkFqcGc@._V1_.jpg,Harold Ramis,"Komödie, Drama, Fantasy"
The Iron Giant,1 hours 26 minutes,8.1,"Ein kleiner Junge freundet sich mit einem riesigen Roboter aus dem All an, den ein paranoider Regierungsagent zerstören will.",https://m.media-amazon.com/images/M/MV5BNTg5OTdjZmQtM2VjYi00YWU0LWFmNGQtZjk2ODNiODUzYTY5XkEyXkFqcGc@._V1_.jpg,Brad Bird,"Animation, Action, Abenteuer"
Amores perros,2 hours 34 minutes,8,"Ein schrecklicher Autounfall verbindet drei Geschichten miteinander. In jeder von ihnen haben sich die Figuren mit Verlust, Reue und den harten Realitäten des Lebens auseinanderzusetzen, und alles im Namen der Liebe.",https://m.media-amazon.com/images/M/MV5BYjhiYWYyYjYtMjZlMS00YTZkLWI2MWUtNmQwZGI5MTI4MTBjXkEyXkFqcGc@._V1_.jpg,Alejandro G. Iñárritu,"Drama, Thriller"
Rebecca,2 hours 10 minutes,8.1,"Eine selbstbewusste Braut wird von Erinnerungen an die verstorbene, erste Frau ihres zukünftigen Mannes gequält.",https://m.media-amazon.com/images/M/MV5BOTc0NWUxZTYtN2I0NS00MDlkLWI5YTUtN2JlMDZmZjMyM2IyXkEyXkFqcGc@._V1_.jpg,Alfred Hitchcock,"Drama, Mystery, Liebesfilm"
The Help,2 hours 26 minutes,8.1,"Ein ehrgeiziger Schriftsteller beschließt während der Bürgerrechtsbewegung in den 1960er-Jahren, ein detailliertes Buch über afro-amerikanische Hausangestellte zu schreiben, über ihre Sicht der weißen Familien, für die sie arbeite...",https://m.media-amazon.com/images/M/MV5BYzM1YmVhOWYtZjkxNS00NjA3LTkyMDEtMTQ5NjZlZWRhNGI3XkEyXkFqcGc@._V1_.jpg,Tate Taylor,Drama
Cool Hand Luke,2 hours 7 minutes,8.1,"Ein Mann weigert sich, sich dem Leben in einer ländlichen Strafanstalt anzupassen.",https://m.media-amazon.com/images/M/MV5BZDE1MTUzODEtNzI2OC00YjgzLWFlY2ItZDViZDhiODQ5NTFlXkEyXkFqcGc@._V1_.jpg,Stuart Rosenberg,"Krimi, Drama"
It Happened One Night,1 hours 45 minutes,8.1,"Eine verwöhnte Erbin, die von ihrer Familie weggerannt ist, bekommt Hilfe von einem Mann, der eigentlich ein Reporter auf der Suche nach einer Geschichte ist.",https://m.media-amazon.com/images/M/MV5BYTYxZjVhOTAtOThlNi00OTkwLTg5ZjEtMjA2MzFmOGJiOWRkXkEyXkFqcGc@._V1_.jpg,Frank Capra,"Komödie, Liebesfilm"
"Paris, Texas",2 hours 25 minutes,8.1,"Travis Henderson, ein zielloser Wanderer, der seit vier Jahren vermisst wird, kehrt aus der Wüste zurück und versucht, wieder Anschluss an die Gesellschaft, sich selbst, sein Leben und seine Familie zu finden.",https://m.media-amazon.com/images/M/MV5BZmE0NGYyZTEtZDYyYy00YmY0LTkzZmQtZjI5ZTMxM2ViZGUxXkEyXkFqcGc@._V1_.jpg,Wim Wenders,Drama
Scent of a Woman,2 hours 36 minutes,8,"&quot;Ein Stipendiat, der Geld braucht, stimmt zu, einen blinden Mann zu &quot;&quot;babysitten&quot;&quot;, aber der Job ist überhaupt nicht das, was er erwartet hat.&quot;",https://m.media-amazon.com/images/M/MV5BZTBmMDkwMjYtMzQ5ZS00NWQ2LThjNGItMTlmYTU2NzUyZmRkXkEyXkFqcGc@._V1_.jpg,Martin Brest,Drama
